244 a674521ac354cdb8751ad0a1 de18d19dcc30f8398c8798646a68b490
263 d7f03a806e9c0b1ecde4cedb e2bc792df67cc6563026331186735bde
267 fb382eec6443727f000754a3 33ae8c8520a70b781a45ce41e0642698
221 75118e43f87144125583c86e 4317f721cfc1390ee6f716f1b2e9495b
279 af1cd929a655de55ceb6e9c4 51c40577d9a1a78c8700812ea26fddea
353 b27d836c2a87fafd63a8a885 7975d004997718dd49f02c06ec7870c2
361 1bfe41675aef37010313bbb3 51fe910209f7ba70305dd12a3deb933b
264 a4807628906dadc00485ce5a f0baa9b407f2ddfb74eab7e0190192ae
357 3a659a8462353cea222d97f6 523e30c4ccb5bd60ffb5f3514f29ffa0
244 0c998dc1d065c210400be594 895d5c493729ea0f7141d56d93f37f81
221 970ea83b5271993b8aad5776 e4b9d82747f1aace6778199932b75135
279 865da4ddb6f910ad5ae8a312 35f08dd9ace84c384b883fc289bf2788
353 d530304ee372751957e4f9b4 98f1e89fba4bc301c3aab0c130867342
361 5692fc782f6eaeaff2d7a94f 33b2e8ef7786873451bdecb0dccacce8
320 3411a342848b0cd126bd9227 27281b96b155aae074685f7131c37ce3
327 bc31b6d659dcd2b9abb171a2 f9612501b626e07f3a2bbddfb740c9d7
243 6e09615ab7b273363cd3520c 9d4f270d80bd729912fd7b7b2cb6b07f
245 bfec6b389c7d15b0123837e1 7552cfe997753e26c873131d732368ad
246 95fecb9176dc652209a49c5b b33bcc5209246f005ad372f3527b4f60
262 324af358c1cd758e38a0f81c 56d78ab9028de77e1a23417fc7a4d8bb
265 422719d5c02213096a06c9ba 15e3f491b1c08cda73638c830c110464
266 958935bd9136a7214b72f579 7410ef3999ed558dbca4ac1f1fa665de
268 383dc35b2e3a489fcfa2a0fa a585bc89b7cecb1d5aa7dab9edd943a6
215 ad60a8bbb8bec0e571335109 3ed5d80c472cd4cbd518d61ac76da021
230 88031e54a23170b65dd5f6dd aaedfca4803a3ffc359e48b3e3574aba
316 231dbb1262fc16a88f6162db f82103123431e75d20b536c9cc4e37ec
356 ca6122d07b679f60906e0f5e 1be3d9188e0b86e981f909d135155ba2
340 bbd217d6d60d13ac6a06da73 d58c7903ad5696dc821434fadc87b4c2
352 93fba883cc7455bc95d14f26 d192297c87db25bf2569c44f2c625ea9
206 db7f94386288603e4323e99a 0da805b8d406cc4127b16ee0e688482d
234 579372c926254e7677cc40c5 5256471df85c5afc36b53c3cd9e8b589
