1	base	fa9d9d1a9db3916b0d7abf79	cf5a7dfe7380b5fe2e7e11cb57a3c09c
2	base	468a6e3d9f95a7497e3dca7f	c60da6a77079d5243953566e4da7ab2c
3	base	f2174069e14363489c00be1f	951c610d8ce74e22a9805659e636ed5e
4	base	d2b24cc45278d57a9b3473f4	3669c4634a340a047cdbab94e0c29e9f
5	base	f8cce8b802b6d44a9c0784d2	e7edee5569e3aed1509c6ef85a81e2dd
1	patched	5963dd784e3af45f9459b02f	ed629785b3c135939f74cd58abb8ea3c
2	patched	d9fcb13b0283e8eb9a971f4c	66171fe64fcc8810a0a97bb7195e5535
3	patched	818eba44be4be8de90cb4582	2e057932964e285aaa89eb73d68d27e7
4	patched	2d8c340335377eca6ae74e65	3ffec99be1690b98e9aa1f98ffac09cd
5	patched	8f5260a30d33985001ca580a	d406079a2894cdc47bfad654e61e24d3
1	v2	1cb83f57f42930e25514af32	fdce4399655cbf10262f3de010662783
2	v2	5eceac8fd9fd3390d58b12a0	bc54db4eca62851fc5a6539586a9d3ba
3	v2	b7a8b9e5ff3f230c981dc2c5	0fe7004748a928f508866d1b39249bd8
4	v2	7fb86808ba1ffc761b42f9f9	c607008501506dc77c2cea6a1fdbba4c
5	v2	6be0794c74fc7a30ca1d01cc	029af541861bb4b0045b55d8a7099949
1	v5	5ce0adead92c88aa179c5967	34b89ae2424f4c53319c2ae68bfa99b7
2	v5	5eff677d9c25099bbc15e3ef	422e76a541cd26292db59968a4bff1ae
3	v5	aa88c3006e649dc7d0819e8e	b16efafbc5fec37355c1b2a8cc630886
4	v5	90bd79d2f1497182bc6d6063	4653637e4a908d2cc37c983badfc8502
5	v5	885a159143e21cdb76b741ce	34db18cf3bc25d04361a240ec5a6c427
